URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,,,0.03297937356760885,0.5494690603514134,287.0,0.9651567944250871,153.4062717770035,287.0,277,287,6.062717770034843,2,7.104529616724738
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,,,0.07708333333333334,0.5595643939393941,225.0,0.9555555555555556,128.22222222222223,225.0,215,225,6.208888888888889,1,6.7555555555555555
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,,,0.15533459595959595,0.5512310606060606,289.0,0.9550173010380623,153.8006920415225,289.0,276,289,6.235294117647059,0,6.674740484429066
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,,,0.0848819733725394,0.3909797435269134,427.0,0.9882903981264637,210.33161592505854,427.0,422,427,6.138173302107728,1,6.46135831381733
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,,,-0.0053282828282828305,0.4109960718294052,526.0,0.9752851711026616,249.4114068441065,526.0,513,526,5.553231939163498,5,5.982889733840304
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,,,0.1590909090909091,0.39999999999999997,195.0,0.9230769230769231,114.92307692307693,195.0,180,195,5.128205128205129,1,5.856410256410256
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,,,0.1,0.22544378698224854,154.0,0.948051948051948,99.52207792207793,154.0,146,154,5.487012987012987,3,6.032467532467533
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,,,0.07922077922077922,0.261038961038961,136.0,0.9852941176470589,93.81176470588235,136.0,134,136,4.919117647058823,0,6.022058823529412
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,,,0.2,0.2,51.0,0.9607843137254902,58.831372549019605,51.0,49,51,4.764705882352941,0,6.0588235294117645
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,,,0.2,0.2,110.0,0.8727272727272727,78.9090909090909,110.0,96,110,4.390909090909091,1,5.572727272727272
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,,,0.11923076923076922,0.2692307692307692,153.0,0.9869281045751634,100.67712418300654,153.0,151,153,4.803921568627451,0,5.5816993464052285
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,,,0.09370629370629371,0.2277389277389277,260.0,0.9653846153846154,142.6153846153846,260.0,251,260,5.380769230769231,0,6.196153846153846
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,,,0.14259259259259258,0.4097222222222221,183.0,0.9781420765027322,112.32568306010928,183.0,179,183,4.85792349726776,2,6.076502732240437
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,,,0.13333333333333333,0.16666666666666666,112.0,0.9642857142857143,83.37142857142858,112.0,108,112,4.866071428571429,0,6.294642857142857
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,,,0.15104166666666666,0.41250000000000003,162.0,0.9567901234567902,103.0716049382716,162.0,155,162,5.074074074074074,0,6.339506172839506
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,,,0.1875,0.47276785714285713,138.0,0.9565217391304348,93.46086956521741,138.0,132,138,5.079710144927536,2,5.644927536231884
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,,,0.09408602150537636,0.3776881720430108,258.0,0.9728682170542635,142.11472868217055,258.0,251,258,5.209302325581396,0,6.0271317829457365
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,,,0.16646825396825396,0.30430839002267573,176.0,0.9602272727272727,108.80909090909091,176.0,169,176,5.448863636363637,1,6.193181818181818
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,,,0.18738636363636363,0.45458333333333334,212.0,0.9811320754716981,124.04528301886792,212.0,208,212,5.962264150943396,2,6.6415094339622645
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,,,0.2243589743589744,0.3923076923076922,154.0,0.987012987012987,101.08051948051948,154.0,152,154,4.85064935064935,4,5.7727272727272725
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,,,0.11923076923076924,0.3564102564102564,183.0,0.9672131147540983,111.88852459016394,183.0,177,183,5.508196721311475,5,6.131147540983607
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,,,0.18842975206611567,0.3951446280991735,232.0,0.9094827586206896,129.1793103448276,232.0,211,232,4.379310344827586,4,5.439655172413793
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,,,0.2742296918767507,0.5981092436974791,279.0,0.9247311827956989,148.58924731182796,279.0,258,279,4.652329749103942,6,5.347670250896058
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,,,0.09255892255892256,0.26764892514892513,253.0,0.9407114624505929,138.82845849802374,253.0,238,253,5.41501976284585,1,6.075098814229249
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,,,0.19325757575757574,0.491969696969697,167.0,0.9880239520958084,106.32095808383234,167.0,165,167,5.221556886227545,0,6.131736526946108
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,,,0.14444444444444446,0.2305555555555555,76.0,0.9605263157894737,68.82105263157895,76.0,73,76,5.026315789473684,0,6.223684210526316
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,,,0.325,0.3,75.0,0.9333333333333333,67.33333333333333,75.0,70,75,4.933333333333334,0,5.92
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,,,0.2,0.2,84.0,0.9047619047619048,69.7904761904762,84.0,76,84,5.107142857142857,0,5.869047619047619
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,,,0.16428571428571428,0.30198412698412697,153.0,0.9673202614379085,99.89281045751635,153.0,148,153,5.313725490196078,0,6.228758169934641
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,,,0.1968442932728647,0.4156462585034013,208.0,0.9519230769230769,121.27692307692308,208.0,198,208,4.855769230769231,2,5.5673076923076925
bctech2063,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,,,0.18571428571428572,0.35714285714285715,92.0,0.967391304347826,75.49565217391306,92.0,89,92,4.967391304347826,1,6.010869565217392
bctech2064,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,,,0.09999999999999999,0.35178571428571426,210.0,0.9619047619047619,122.47619047619048,210.0,202,210,5.652380952380953,5,6.247619047619048
bctech2065,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,,,0.1064102564102564,0.2705128205128205,256.0,0.91015625,138.80625,256.0,233,256,5.703125,1,6.171875
bctech2066,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,,,0.32954545454545453,0.4380681818181818,140.0,0.9357142857142857,93.42857142857143,140.0,131,140,5.107142857142857,2,6.1571428571428575
bctech2067,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,,,0.2288419913419914,0.48187229437229445,235.0,0.9191489361702128,130.76595744680853,235.0,216,235,5.2893617021276595,8,5.757446808510639
bctech2068,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,,,0.09319593450028234,0.21919348767174857,274.0,0.9306569343065694,146.82627737226278,274.0,255,274,5.401459854014599,10,5.821167883211679
bctech2069,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,,,0.08,0.38999999999999996,123.0,0.9186991869918699,85.9479674796748,123.0,113,123,5.016260162601626,0,5.894308943089431
bctech2070,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,,,0.2,0.175,71.0,0.9436619718309859,66.14647887323945,71.0,67,71,4.661971830985915,0,5.830985915492958
bctech2071,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,,,0.13333333333333333,0.13333333333333333,80.0,0.975,71.0,80.0,78,80,5.425,0,6.375
bctech2072,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,,,0.06704545454545453,0.25681818181818183,89.0,0.9550561797752809,73.80224719101123,89.0,85,89,5.674157303370786,1,6.337078651685394
bctech2073,https://insights.blackcoffer.com/handgun-detection-using-yolo/,,,0.3,0.26,78.0,0.9743589743589743,70.17435897435898,78.0,76,78,5.064102564102564,1,6.358974358974359
bctech2074,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,,,0.025974025974025983,0.34935064935064936,122.0,0.9098360655737705,85.19344262295083,122.0,111,122,5.647540983606557,3,6.336065573770492
bctech2075,https://insights.blackcoffer.com/car-detection-in-satellite-images/,,,0.20476190476190476,0.4467787114845938,212.0,0.9198113207547169,121.59245283018868,212.0,195,212,4.900943396226415,2,5.806603773584905
bctech2076,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,,,0.12619047619047621,0.5166666666666667,239.0,0.9456066945606695,133.42426778242677,239.0,226,239,5.422594142259414,7,6.384937238493724
bctech2077,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,,,0.13782106782106782,0.6094300144300144,244.0,0.9221311475409836,134.48524590163933,244.0,225,244,5.315573770491803,9,5.950819672131147
bctech2078,https://insights.blackcoffer.com/data-transformation/,,,0.00982142857142856,0.50625,299.0,0.9264214046822743,156.65685618729097,299.0,277,299,5.096989966555184,5,5.762541806020067
bctech2079,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,,,0.18910714285714286,0.4972619047619048,244.0,0.9344262295081968,134.97704918032787,244.0,228,244,5.221311475409836,5,6.114754098360656
bctech2080,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,,,0.15643115942028984,0.4792960662525881,201.0,0.9502487562189055,118.40995024875622,201.0,191,201,5.955223880597015,4,6.313432835820896
bctech2081,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,,,0.1676839826839827,0.4322510822510823,493.0,0.9432048681541582,234.92819472616634,493.0,465,493,6.198782961460446,2,6.7910750507099396
bctech2082,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,,,-0.06852678571428572,0.7261160714285714,141.0,0.9787234042553191,95.54893617021277,141.0,138,141,5.588652482269503,1,6.056737588652482
bctech2083,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,,,0.0432591218305504,0.2786848072562358,211.0,0.9715639810426541,123.26255924170617,211.0,205,211,6.118483412322274,0,6.374407582938389
bctech2084,https://insights.blackcoffer.com/trading-bot-for-forex/,,,0.15,0.45,50.0,0.96,58.400000000000006,50.0,48,50,5.62,0,5.94
bctech2085,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,,,0.11697166469893742,0.3693968909878,196.0,0.9387755102040817,115.95102040816329,196.0,184,196,5.698979591836735,5,6.066326530612245
bctech2086,https://insights.blackcoffer.com/medical-classification/,,,0.007936507936507933,0.2945767195767196,180.0,0.9388888888888889,109.55555555555557,180.0,169,180,5.472222222222222,2,6.216666666666667
bctech2087,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,,,0.0,0.5,81.0,0.9259259259259259,69.43703703703704,81.0,75,81,5.2592592592592595,1,6.320987654320987
bctech2088,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,,,0.08,0.44000000000000006,111.0,0.9099099099099099,80.7963963963964,111.0,101,111,5.918918918918919,5,6.405405405405405
bctech2089,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,,,0.07532467532467532,0.30034965034965033,174.0,0.9310344827586207,106.84137931034485,174.0,162,174,4.586206896551724,6,5.494252873563219
bctech2090,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,,,0.056385281385281386,0.2937229437229437,191.0,0.9476439790575916,114.30575916230367,191.0,181,191,5.0890052356020945,0,6.2408376963350785
bctech2091,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,,,-0.1,0.2,45.0,0.9333333333333333,55.33333333333333,45.0,42,45,5.844444444444444,0,6.155555555555556
bctech2092,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,,,0.10499999999999998,0.34750000000000003,112.0,0.9642857142857143,83.37142857142858,112.0,108,112,5.964285714285714,1,6.330357142857143
bctech2093,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,,,-0.019047619047619053,0.25952380952380955,186.0,0.956989247311828,112.67956989247313,186.0,178,186,5.672043010752688,0,6.204301075268817
bctech2094,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,,,0.10059171597633135,0.3577909270216963,198.0,0.9696969696969697,117.9878787878788,198.0,192,198,5.191919191919192,0,6.338383838383838
bctech2095,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,,,-0.1,0.5,146.0,0.9657534246575342,97.03013698630137,146.0,141,146,5.390410958904109,2,6.260273972602739
bctech2096,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,,,-0.06666666666666667,0.16666666666666666,58.0,0.9137931034482759,59.751724137931035,58.0,53,58,5.4655172413793105,1,5.620689655172414
bctech2097,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,,,0.2375,0.4083333333333333,123.0,0.9105691056910569,85.62276422764228,123.0,112,123,4.430894308943089,0,5.967479674796748
bctech2098,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,,,0.06520979020979022,0.5103146853146853,179.0,0.9329608938547486,108.91843575418994,179.0,167,179,5.167597765363128,3,6.29608938547486
bctech2099,https://insights.blackcoffer.com/web-data-connector/,,,0.03363636363636364,0.23853146853146856,116.0,0.9568965517241379,84.67586206896551,116.0,111,116,5.25,0,6.103448275862069
bctech2100,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,,,0.2041666666666667,0.45972222222222214,93.0,0.9032258064516129,73.32903225806452,93.0,84,93,5.591397849462366,2,5.623655913978495
bctech2101,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,,,-0.3625,0.65,128.0,0.9765625,90.2625,128.0,125,128,5.390625,2,5.8828125
bctech2102,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,,,0.145703933747412,0.3768374741200829,490.0,0.9734693877551021,234.9387755102041,490.0,477,490,5.8612244897959185,6,6.2326530612244895
bctech2103,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,,,0.11708074534161492,0.5087215320910974,522.0,0.9712643678160919,247.65057471264367,522.0,507,522,5.796934865900383,5,6.17816091954023
bctech2104,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,,,-0.1,0.7,42.0,0.9285714285714286,53.94285714285715,42.0,39,42,5.928571428571429,0,5.928571428571429
bctech2105,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,,,0.056666666666666664,0.18957264957264963,172.0,0.9302325581395349,106.0093023255814,172.0,160,172,4.9476744186046515,3,5.587209302325581
bctech2106,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,,,0.10584415584415584,0.31471861471861473,100.0,0.93,77.2,100.0,93,100,5.61,2,6.0
bctech2107,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,,,-0.011616161616161618,0.35043290043290043,171.0,0.9473684210526315,106.29473684210525,171.0,162,171,5.081871345029239,1,5.795321637426901
bctech2108,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,,,0.07005208333333333,0.40546875,137.0,0.948905109489051,92.75620437956205,137.0,130,137,5.751824817518248,0,6.291970802919708
bctech2109,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,,,0.09693223443223443,0.3913919413919414,218.0,0.9220183486238532,124.08073394495415,218.0,201,218,6.435779816513762,2,6.665137614678899
bctech2110,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,,,0.1353174603174603,0.4681216931216931,137.0,0.9124087591240876,91.2963503649635,137.0,125,137,5.182481751824818,7,5.9489051094890515
bctech2111,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,,,0.04269972451790633,0.36707988980716255,190.0,0.9210526315789473,112.8421052631579,190.0,175,190,4.994736842105263,5,5.552631578947368
bctech2112,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,,,-0.016666666666666666,0.35000000000000003,68.0,0.9705882352941176,66.02352941176471,68.0,66,68,5.764705882352941,0,6.338235294117647
bctech2113,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,,,-0.07083333333333333,0.24583333333333335,169.0,0.9467455621301775,105.4698224852071,169.0,160,169,5.686390532544379,4,6.1301775147929
bctech2114,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,,,-0.2,0.4,15.0,0.9333333333333333,43.333333333333336,15.0,14,15,6.666666666666667,0,6.666666666666667
bctech2115,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,,,0.10952380952380954,0.4178571428571428,382.0,0.9581151832460733,191.12460732984295,382.0,366,382,5.353403141361256,6,5.882198952879581
bctech2116,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,,,0.3272727272727272,0.43636363636363634,202.0,0.9554455445544554,119.01782178217823,202.0,193,202,4.584158415841584,4,5.306930693069307
bctech2117,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,,,-0.05416666666666667,0.6166666666666667,195.0,0.882051282051282,113.28205128205127,195.0,172,195,3.805128205128205,0,5.717948717948718
bctech2118,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,,,0.11666666666666665,0.3888888888888889,89.0,0.9325842696629213,72.90337078651685,89.0,83,89,5.707865168539326,0,5.898876404494382
bctech2119,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,,,0.10465686274509804,0.4990196078431373,188.0,0.851063829787234,109.24255319148936,188.0,160,188,4.595744680851064,7,5.398936170212766
bctech2120,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,,,0.17671957671957675,0.4062576312576313,199.0,0.9899497487437185,119.19798994974875,199.0,197,199,5.402010050251256,0,5.8040201005025125
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,,,0.15898268398268398,0.40611471861471854,298.0,0.9194630872483222,155.97852348993288,298.0,274,298,4.731543624161074,2,5.822147651006712
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,,,0.2698587127158556,0.47902785045642193,171.0,0.8947368421052632,104.18947368421053,171.0,153,171,5.093567251461988,7,5.491228070175438
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,,,0.300452577725305,0.47535049125958206,220.0,0.9045454545454545,124.18181818181819,220.0,199,220,5.204545454545454,10,5.581818181818182
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,,,-0.06666666666666667,0.13333333333333333,42.0,0.9047619047619048,52.990476190476194,42.0,38,42,5.571428571428571,0,5.761904761904762
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,,,0.00977272727272727,0.4651948051948052,113.0,0.9557522123893806,83.43008849557523,113.0,108,113,6.168141592920354,1,7.221238938053097
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,,,0.014545454545454539,0.4,86.0,0.9534883720930233,72.53953488372093,86.0,82,86,4.406976744186046,0,5.8023255813953485
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,,,-0.018269230769230784,0.3615384615384616,211.0,0.933649289099526,121.74597156398104,211.0,197,211,5.3364928909952605,1,6.2559241706161135
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,,,0.13579545454545452,0.4255681818181818,168.0,0.9583333333333334,105.53333333333336,168.0,161,168,5.684523809523809,1,6.273809523809524
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,,,0.1,0.3,8.0,1.0,43.2,8.0,8,8,5.5,0,5.5
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,,,-0.05,0.30000000000000004,56.0,0.9821428571428571,61.68571428571429,56.0,55,56,5.428571428571429,0,6.607142857142857
